Confidence Level,Date,Time,Locale,Governorate,Theater,Lat,Lon,Offensive,Delivery,Munition Type,Barrel Bomb Version,Munition Imagery,Chemical Agent,Killed,Injured,Perpetrator,SA,SA 2,JIM,COI,OPCW,SAMS,WHMD,SNHR,LCC,VDC,CAR,Trusted Source,Bellingcat
3,2014-04-11,NA,Hirista,Reef Damascus,Wider Damascus,33.566963,36.36672,NA,NA,"""Grenade""",NA,No,NA,4,16,Syrian Government,HAR110414,NA,NA,NA,NA,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,Closed,NA,https://web.archive.org/save/http://www.vdc-sy.info/index.php/ar/details/martyrs/118384#.XmJWKkBFzVg; https://web.archive.org/save/http://www.vdc-sy.info/index.php/ar/details/martyrs/118385#.XmJWP0BFzVg; https://web.archive.org/save/http://www.vdc-sy.info/index.php/ar/details/martyrs/118386#.XmJWUkBFzVg,NA,NA,NA
3,2014-04-11,18:30:00,Kafr Zayta,Hama,Northwest,35.373461,36.601458,Hama Offensive,Air,Barrel Bomb,Version 1,Yes,Chlorine,3,170,Syrian Government,KZI110414,NA,https://undocs.org/S/2016/738/Rev.1; https://undocs.org/S/2016/888,https://web.archive.org/web/20200402091913/https://www.ohchr.org/Documents/HRBodies/HRCouncil/CoISyria/A.HRC.27.60_Eng.pdf; https://www.ohchr.org/SiteCollectionImages/Bodies/HRCouncil/IICISyria/COISyria_ChemicalWeapons.jpg; https://www.ohchr.org/SiteCollectionImages/Bodies/HRCouncil/IICISyria/COISyria_CW_12.03.2019_web.jpg,https://www.opcw.org/fileadmin/OPCW/Fact_Finding_Mission/s-1230-2014_e_.pdf,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,Closed,https://www.facebook.com/search/top/?q=%D8%AD%D9%85%D8%A7%D8%A9&epa=FILTERS&filters=eyJycF9hdXRob3IiOiJ7XCJuYW1lXCI6XCJhdXRob3JcIixcImFyZ3NcIjpcIjIxNzg0ODMzODI0MjMxMFwifSIsInJwX2NyZWF0aW9uX3RpbWUiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X21vbnRoXFxcIjpcXFwiMjAxNC0wNFxcXCIsXFxcImVuZF9tb250aFxcXCI6XFxcIjIwMTQtMDRcXFwifVwifSJ9,https://web.archive.org/save/http://www.vdc-sy.info/index.php/en/reports/1397487934#.XmJv0kBFzVj; https://web.archive.org/save/http://www.vdc-sy.info/index.php/ar/details/martyrs/119048#.XmJWjUBFzVg,NA,NA,http://brown-moses.blogspot.de/2014/04/evidence-chlorine-gas-was-used-in-kafr.html?m=1; http://brown-moses.blogspot.com/2014/04/evidence-from-2-weeks-of-chlorine.html
3,2014-04-12,22:45:00,Al-Tamanah,Idlib,Northwest,35.456562,36.745706,Hama Offensive,Air,Barrel Bomb,Version 1,No,Chlorine,0,25,Syrian Government,TAM120414,NA,NA,https://web.archive.org/web/20200402091913/https://www.ohchr.org/Documents/HRBodies/HRCouncil/CoISyria/A.HRC.27.60_Eng.pdf; https://www.ohchr.org/SiteCollectionImages/Bodies/HRCouncil/IICISyria/COISyria_ChemicalWeapons.jpg; https://www.ohchr.org/SiteCollectionImages/Bodies/HRCouncil/IICISyria/COISyria_CW_12.03.2019_web.jpg,https://www.opcw.org/fileadmin/OPCW/Fact_Finding_Mission/s-1212-2014_e_.pdf; https://www.opcw.org/fileadmin/OPCW/Fact_Finding_Mission/s-1230-2014_e_.pdf,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,Closed,NA,NA,NA,NA,https://www.bellingcat.com/news/mena/2018/02/05/details-january-22nd-2018-chlorine-attack-douma-damascus/
3,2014-04-12,21:30:00,Kafr Zayta,Hama,Northwest,35.373461,36.601458,Hama Offensive,Air,Barrel Bomb,Version 1,Yes,Chlorine,0,25,Syrian Government,KZI120414,NA,NA,https://web.archive.org/web/20200402091913/https://www.ohchr.org/Documents/HRBodies/HRCouncil/CoISyria/A.HRC.27.60_Eng.pdf; https://www.ohchr.org/SiteCollectionImages/Bodies/HRCouncil/IICISyria/COISyria_ChemicalWeapons.jpg; https://www.ohchr.org/SiteCollectionImages/Bodies/HRCouncil/IICISyria/COISyria_CW_12.03.2019_web.jpg,https://www.opcw.org/fileadmin/OPCW/Fact_Finding_Mission/s-1230-2014_e_.pdf,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,Closed,NA,NA,NA,NA,http://brown-moses.blogspot.com/2014/04/evidence-chlorine-gas-was-used-in-kafr.html
3,2014-04-14,08:30:00,'Atshan,Hama,Northwest,35.4081469,36.8234988,Hama Offensive,Air,Barrel Bomb,Version 1,No,Chlorine,0,25,Syrian Government,ATS140414,NA,NA,NA,NA,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,Closed,NA,https://web.archive.org/save/http://www.vdc-sy.info/index.php/en/reports/1397825211#.XmJuykBFzVi,NA,NA,http://brown-moses.blogspot.com/2014/04/evidence-from-2-weeks-of-chlorine.html
3,2014-04-14,23:00:00,Halfaya,Hama,Northwest,35.261419,36.604177,Hama Offensive,NA,Barrel Bomb,Version 1,No,Chlorine,0,5,Syrian Government,NA,NA,NA,NA,https://www.opcw.org/fileadmin/OPCW/Fact_Finding_Mission/s-1230-2014_e_.pdf,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,NA,NA,NA,NA,NA,NA
3,2014-04-16,NA,Hirista,Reef Damascus,Wider Damascus,33.566963,36.36672,NA,NA,"""Grenade""",NA,No,NA,1,15,Syrian Government,NA,NA,NA,NA,NA,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,Closed,NA,https://web.archive.org/save/http://www.vdc-sy.info/index.php/ar/details/martyrs/119095#.XmJWcUBFzVg,NA,NA,NA
3,2014-04-16,22:30:00,Kafr Zayta,Hama,Northwest,35.373461,36.601458,Hama Offensive,Air,Barrel Bomb,Version 1,Yes,Chlorine,1,5,Syrian Government,KZI160414,NA,NA,https://web.archive.org/web/20200402091913/https://www.ohchr.org/Documents/HRBodies/HRCouncil/CoISyria/A.HRC.27.60_Eng.pdf; https://www.ohchr.org/SiteCollectionImages/Bodies/HRCouncil/IICISyria/COISyria_CW_12.03.2019_web.jpg,https://www.opcw.org/fileadmin/OPCW/Fact_Finding_Mission/s-1230-2014_e_.pdf,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,Closed,https://www.facebook.com/search/top/?q=%20%D8%A7%D9%84%D9%83%D9%84%D9%88%D8%B1&epa=FILTERS&filters=eyJycF9hdXRob3IiOiJ7XCJuYW1lXCI6XCJhdXRob3JcIixcImFyZ3NcIjpcIjIxNzg0ODMzODI0MjMxMFwifSIsInJwX2NyZWF0aW9uX3RpbWUiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X21vbnRoXFxcIjpcXFwiMjAxNC0wNFxcXCIsXFxcImVuZF9tb250aFxcXCI6XFxcIjIwMTQtMDRcXFwifVwifSJ9,NA,NA,NA,http://brown-moses.blogspot.com/2014/04/evidence-from-2-weeks-of-chlorine.html
3,2014-04-18,21:45:00,Al-Tamanah,Idlib,Northwest,35.456562,36.745706,Hama Offensive,Air,Barrel Bomb,Version 1,No,Chlorine,4,120,Syrian Government,TAM180414,TAM190414,https://undocs.org/S/2016/888,https://web.archive.org/web/20200402091913/https://www.ohchr.org/Documents/HRBodies/HRCouncil/CoISyria/A.HRC.27.60_Eng.pdf; https://www.ohchr.org/SiteCollectionImages/Bodies/HRCouncil/IICISyria/COISyria_CW_12.03.2019_web.jpg,https://www.opcw.org/fileadmin/OPCW/Fact_Finding_Mission/s-1212-2014_e_.pdf; https://www.opcw.org/fileadmin/OPCW/Fact_Finding_Mission/s-1230-2014_e_.pdf,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,http://sn4hr.org/wp-content/pdf/english/Nearly_191_Chemical_Attacks_in_Syria_Must_Be_on_the_OPCWs_Agenda_After_Its_New_Mandate_en.pdf,NA,https://web.archive.org/save/http://www.vdc-sy.info/index.php/ar/details/martyrs/119886#.XmJWvkBFzVg; https://web.archive.org/save/http://www.vdc-sy.info/index.php/ar/details/martyrs/119887#.XmJW00BFzVg; https://web.archive.org/save/http://www.vdc-sy.info/index.php/ar/details/martyrs/119888#.XmJW6UBFzVg,NA,NA,http://brown-moses.blogspot.com/2014/04/evidence-from-2-weeks-of-chlorine.html
3,2014-04-18,22:30:00,Kafr Zayta,Hama,Northwest,35.373461,36.601458,Hama Offensive,Air,Barrel Bomb,Version 1,Yes,Chlorine,1,100,Syrian Government,KZI180414,NA,https://undocs.org/S/2016/738/Rev.1; https://undocs.org/S/2016/888,https://web.archive.org/web/20200402091913/https://www.ohchr.org/Documents/HRBodies/HRCouncil/CoISyria/A.HRC.27.60_Eng.pdf; https://www.ohchr.org/SiteCollectionImages/Bodies/HRCouncil/IICISyria/COISyria_CW_12.03.2019_web.jpg,https://www.opcw.org/fileadmin/OPCW/Fact_Finding_Mission/s-1230-2014_e_.pdf,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,Closed,NA,https://web.archive.org/save/http://www.vdc-sy.info/index.php/en/reports/1400970048#.W79dT2gzaM,NA,NA,http://brown-moses.blogspot.com/2014/04/evidence-from-2-weeks-of-chlorine.html
1,2014-04-19,NA,Kafr Zayta,Hama,Northwest,35.373461,36.601458,Hama Offensive,NA,Barrel Bomb,Version 1,Yes,Chlorine,2,50,Syrian Government,NA,NA,NA,NA,NA,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,NA,NA,NA,NA,NA,NA
3,2014-04-21,10:45:00,Tal Manis,Idlib,Northwest,35.6383733,36.7396118,Hama Offensive,Air,Barrel Bomb,Version 1,No,Chlorine,3,350,Syrian Government,TMI210414,NA,https://undocs.org/S/2016/738/Rev.1; https://undocs.org/S/2016/888,https://web.archive.org/web/20200402091913/https://www.ohchr.org/Documents/HRBodies/HRCouncil/CoISyria/A.HRC.27.60_Eng.pdf; https://www.ohchr.org/SiteCollectionImages/Bodies/HRCouncil/IICISyria/COISyria_ChemicalWeapons.jpg; https://www.ohchr.org/SiteCollectionImages/Bodies/HRCouncil/IICISyria/COISyria_CW_12.03.2019_web.jpg,https://www.opcw.org/fileadmin/OPCW/Fact_Finding_Mission/s-1212-2014_e_.pdf; https://www.opcw.org/fileadmin/OPCW/Fact_Finding_Mission/s-1230-2014_e_.pdf,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,Closed,NA,https://web.archive.org/save/http://www.vdc-sy.info/index.php/ar/details/martyrs/119892#.XmJW_0BFzVg,NA,NA,http://brown-moses.blogspot.com/2014/04/evidence-from-2-weeks-of-chlorine.html
2,2014-04-22,13:00:00,Darayya,Reef Damascus,Wider Damascus,33.452208,36.246869,NA,NA,"""Grenade""",NA,No,Chlorine,0,10,Syrian Government,NA,NA,NA,NA,NA,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,Closed,NA,NA,NA,NA,NA
3,2014-04-24,NA,Tal Manis,Idlib,Northwest,35.6383733,36.7396118,Hama Offensive,Air,Barrel Bomb,Version 1,No,Chlorine,2,0,Syrian Government,NA,NA,NA,NA,https://www.opcw.org/fileadmin/OPCW/Fact_Finding_Mission/s-1212-2014_e_.pdf; https://www.opcw.org/fileadmin/OPCW/Fact_Finding_Mission/s-1230-2014_e_.pdf,NA,NA,NA,NA,https://web.archive.org/save/http://www.vdc-sy.info/index.php/ar/details/martyrs/120594#.XmJXJUBFzVg; https://web.archive.org/save/http://www.vdc-sy.info/index.php/ar/details/martyrs/120595#.XmJXNEBFzVg,NA,NA,NA
2,2014-04-26,NA,Tayyibat al Iman,Hama,Northwest,35.266111,36.711389,Hama Offensive,Air,Barrel Bomb,Version 1,No,Chlorine,NA,NA,Syrian Government,NA,NA,NA,NA,NA,NA,NA,NA,https://www.facebook.com/search/top/?q=%20%D8%A7%D9%84%D9%83%D9%84%D9%88%D8%B1&epa=FILTERS&filters=eyJycF9hdXRob3IiOiJ7XCJuYW1lXCI6XCJhdXRob3JcIixcImFyZ3NcIjpcIjIxNzg0ODMzODI0MjMxMFwifSIsInJwX2NyZWF0aW9uX3RpbWUiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X21vbnRoXFxcIjpcXFwiMjAxNC0wNFxcXCIsXFxcImVuZF9tb250aFxcXCI6XFxcIjIwMTQtMDRcXFwifVwifSJ9,https://web.archive.org/save/http://www.vdc-sy.info/index.php/en/reports/1400970048#.XmJvB0BFzVi,NA,NA,NA
1,2014-04-28,NA,Al Lataminah,Hama,Northwest,35.326749,36.621766,Hama Offensive,NA,NA,NA,No,Chlorine,NA,NA,Syrian Government,NA,NA,NA,NA,NA,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,NA,NA,NA,NA,NA,NA
3,2014-04-28,10:00:00,Ibn Warden Qastel,Hama,Northwest,35.374319,37.250690,Hama Offensive,Air,Barrel Bomb,Version 1,No,Chlorine,0,10,Syrian Government,NA,NA,NA,NA,NA,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,Closed,https://www.facebook.com/search/top/?q=%20%D8%A7%D9%84%D9%83%D9%84%D9%88%D8%B1&epa=FILTERS&filters=eyJycF9hdXRob3IiOiJ7XCJuYW1lXCI6XCJhdXRob3JcIixcImFyZ3NcIjpcIjIxNzg0ODMzODI0MjMxMFwifSIsInJwX2NyZWF0aW9uX3RpbWUiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X21vbnRoXFxcIjpcXFwiMjAxNC0wNFxcXCIsXFxcImVuZF9tb250aFxcXCI6XFxcIjIwMTQtMDRcXFwifVwifSJ9,NA,NA,NA,NA
1,2014-04-29,NA,Tal Manis,Idlib,Northwest,35.6383733,36.7396118,Hama Offensive,NA,NA,NA,No,Chlorine,NA,NA,Syrian Government,NA,NA,NA,NA,NA,NA,https://twitter.com/SyriaCivilDef/status/461118046661132289; https://twitter.com/SyriaCivilDef/status/461392342486745089,NA,NA,NA,NA,NA,NA
3,2014-04-29,23:30:00,Al-Tamanah,Idlib,Northwest,35.456562,36.745706,Hama Offensive,Air,Barrel Bomb,Version 1,No,Chlorine,0,35,Syrian Government,TAM290414,NA,https://undocs.org/S/2016/738/Rev.1; https://undocs.org/S/2016/888,https://web.archive.org/web/20200402091913/https://www.ohchr.org/Documents/HRBodies/HRCouncil/CoISyria/A.HRC.27.60_Eng.pdf; https://www.ohchr.org/SiteCollectionImages/Bodies/HRCouncil/IICISyria/COISyria_CW_12.03.2019_web.jpg,https://www.opcw.org/fileadmin/OPCW/Fact_Finding_Mission/s-1212-2014_e_.pdf; https://www.opcw.org/fileadmin/OPCW/Fact_Finding_Mission/s-1230-2014_e_.pdf,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,Closed,NA,NA,NA,NA,NA
2,2014-05-09,NA,Kafr Zayta,Hama,Northwest,35.373461,36.601458,Hama Offensive,Air,Barrel Bomb,Version 1,Yes,Chlorine,0,75,Syrian Government,KAF090514,NA,NA,NA,NA,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,Closed,NA,NA,NA,NA,NA
1,2014-05-17,NA,Darayya,Reef Damascus,Wider Damascus,33.452208,36.246869,NA,Air,Barrel Bomb,Version 1,No,NA,0,0,Syrian Government,NA,NA,NA,NA,NA,NA,NA,Closed,NA,NA,NA,NA,NA
3,2014-05-19,20:00:00,Kafr Zayta,Hama,Northwest,35.373461,36.601458,Hama Offensive,Air,Barrel Bomb,Version 1,Yes,Chlorine,2,75,Syrian Government,KAF190514,NA,NA,NA,https://www.opcw.org/fileadmin/OPCW/Fact_Finding_Mission/s-1230-2014_e_.pdf,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,Closed,https://www.facebook.com/search/top/?q=%20%D8%A7%D9%84%D9%83%D9%84%D9%88%D8%B1&epa=FILTERS&filters=eyJycF9hdXRob3IiOiJ7XCJuYW1lXCI6XCJhdXRob3JcIixcImFyZ3NcIjpcIjIxNzg0ODMzODI0MjMxMFwifSIsInJwX2NyZWF0aW9uX3RpbWUiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X21vbnRoXFxcIjpcXFwiMjAxNC0wNVxcXCIsXFxcImVuZF9tb250aFxcXCI6XFxcIjIwMTQtMDVcXFwifVwifSJ9,NA,NA,NA,NA
3,2014-05-21,20:00:00,Kafr Zayta,Hama,Northwest,35.373461,36.601458,Hama Offensive,NA,Barrel Bomb,Version 1,Yes,Chlorine,0,4,Syrian Government,NA,NA,NA,NA,https://www.opcw.org/fileadmin/OPCW/Fact_Finding_Mission/s-1230-2014_e_.pdf,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,NA,NA,NA,NA,NA,NA
1,2014-05-22,NA,'Atshan,Hama,Northwest,35.4081469,36.8234988,Hama Offensive,Air,Barrel Bomb,Version 1,No,Chlorine,0,4,Syrian Government,NA,NA,NA,NA,NA,NA,NA,Closed,NA,NA,NA,NA,NA
2,2014-05-22,20:30:00,Kafr Zayta,Hama,Northwest,35.373461,36.601458,Hama Offensive,Air,Barrel Bomb,Version 1,Yes,Chlorine,NA,NA,Syrian Government,NA,NA,NA,NA,NA,NA,NA,sn4hr.org/wp-content/pdf/english/Nearly_191_Chemical_Attacks_in_Syria_Must_Be_on_the_OPCWs_Agenda_After_Its_New_Mandate_en.pdf,NA,NA,NA,NA,http://brown-moses.blogspot.com/2014/05/three-chemical-barrel-bomb-attacks.html
2,2014-05-22,NA,Al Lataminah,Hama,Northwest,35.326749,36.621766,Hama Offensive,Air,Barrel Bomb,Version 1,No,Chlorine,0,8,Syrian Government,NA,NA,NA,NA,NA,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,NA,https://www.facebook.com/search/top/?q=%20%D8%A7%D9%84%D9%83%D9%84%D9%88%D8%B1&epa=FILTERS&filters=eyJycF9hdXRob3IiOiJ7XCJuYW1lXCI6XCJhdXRob3JcIixcImFyZ3NcIjpcIjIxNzg0ODMzODI0MjMxMFwifSIsInJwX2NyZWF0aW9uX3RpbWUiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X21vbnRoXFxcIjpcXFwiMjAxNC0wNVxcXCIsXFxcImVuZF9tb250aFxcXCI6XFxcIjIwMTQtMDVcXFwifVwifSJ9,NA,NA,NA,NA
3,2014-05-22,10:30:00,Al-Tamanah,Idlib,Northwest,35.456562,36.745706,Hama Offensive,Air,Barrel Bomb,Version 1,No,Chlorine,4,12,Syrian Government,TMA220514,NA,NA,NA,https://www.opcw.org/fileadmin/OPCW/Fact_Finding_Mission/s-1212-2014_e_.pdf; https://www.opcw.org/fileadmin/OPCW/Fact_Finding_Mission/s-1230-2014_e_.pdf,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,Closed,https://www.facebook.com/search/top/?q=%D8%A7%D9%84%D8%AA%D9%85%D8%A7%D9%86%D8%B9%D8%A9&epa=FILTERS&filters=eyJycF9hdXRob3IiOiJ7XCJuYW1lXCI6XCJhdXRob3JcIixcImFyZ3NcIjpcIjIxNzg0ODMzODI0MjMxMFwifSIsInJwX2NyZWF0aW9uX3RpbWUiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X21vbnRoXFxcIjpcXFwiMjAxNC0wNVxcXCIsXFxcImVuZF9tb250aFxcXCI6XFxcIjIwMTQtMDVcXFwifVwifSJ9,https://web.archive.org/save/http://www.vdc-sy.info/index.php/ar/details/martyrs/123755#.XmJXq0BFzVg,NA,NA,NA
3,2014-05-22,05:25:00,Kafr Zayta,Hama,Northwest,35.373461,36.601458,Hama Offensive,Air,Barrel Bomb,Version 1,Yes,Chlorine,0,80,Syrian Government,KZI220514,KAF220514,NA,NA,https://www.opcw.org/fileadmin/OPCW/Fact_Finding_Mission/s-1230-2014_e_.pdf,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,NA,NA,NA,NA,NA,NA
1,2014-05-25,NA,Kafr Zayta,Hama,Northwest,35.373461,36.601458,Hama Offensive,NA,NA,NA,Yes,Chlorine,0,25,Syrian Government,NA,NA,NA,NA,NA,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,NA,NA,NA,NA,NA,NA
3,2014-05-25,23:00:00,Al-Tamanah,Idlib,Northwest,35.456562,36.745706,Hama Offensive,Air,Barrel Bomb,Version 1,No,Chlorine,0,0,Syrian Government,TAM260514,NA,https://undocs.org/S/2016/738/Rev.1; https://undocs.org/S/2016/888,NA,https://www.opcw.org/fileadmin/OPCW/Fact_Finding_Mission/s-1212-2014_e_.pdf; https://www.opcw.org/fileadmin/OPCW/Fact_Finding_Mission/s-1230-2014_e_.pdf,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,NA,NA,NA,NA,NA,NA
2,2014-05-26,14:15:00,Khan Shaykhun,Idlib,Northwest,35.438889,36.651111,Hama Offensive,Air,Barrel Bomb,Version 1,No,Chlorine,0,25,Syrian Government,NA,NA,NA,NA,NA,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,Closed,NA,NA,NA,NA,NA
1,2014-05-29,NA,Al-Tamanah,Idlib,Northwest,35.456562,36.745706,Hama Offensive,NA,NA,NA,No,Chlorine,0,15,Syrian Government,NA,NA,NA,NA,NA,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,NA,NA,NA,NA,NA,NA
3,2014-05-29,00:00:00,Al Lataminah,Hama,Northwest,35.326749,36.621766,Hama Offensive,Air,Barrel Bomb,Version 1,No,Chlorine,0,20,Syrian Government,NA,NA,NA,NA,https://www.opcw.org/fileadmin/OPCW/Fact_Finding_Mission/s-1230-2014_e_.pdf,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,Closed,NA,NA,NA,NA,NA
2,2014-06-05,NA,'Irbin,Reef Damascus,Wider Damascus,33.538893,36.365787,NA,NA,NA,NA,No,NA,0,4,Syrian Government,ARB050614,NA,NA,NA,NA,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,NA,NA,NA,NA,NA,NA
1,2014-06-29,NA,Kafromeh,Idlib,Northwest,36.196941,36.478976,Hama Offensive,NA,NA,NA,No,Chlorine,0,16,Syrian Government,NA,NA,NA,NA,NA,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,NA,NA,NA,NA,NA,NA
3,2014-07-17,23:30:00,Kafr Zayta,Hama,Northwest,35.373461,36.601458,Hama Offensive,Air,Barrel Bomb,Version 1,Yes,Chlorine,0,70,Syrian Government,KZI170714,KZI300714,NA,NA,NA,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,Closed,https://www.facebook.com/search/top/?q=%20%D8%A7%D9%84%D9%83%D9%84%D9%88%D8%B1&epa=FILTERS&filters=eyJycF9hdXRob3IiOiJ7XCJuYW1lXCI6XCJhdXRob3JcIixcImFyZ3NcIjpcIjIxNzg0ODMzODI0MjMxMFwifSIsInJwX2NyZWF0aW9uX3RpbWUiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X21vbnRoXFxcIjpcXFwiMjAxNC0wN1xcXCIsXFxcImVuZF9tb250aFxcXCI6XFxcIjIwMTQtMDdcXFwifVwifSJ9,NA,NA,NA,NA
3,2014-07-27,19:00:00,Kafr Zayta,Hama,Northwest,35.373461,36.601458,Hama Offensive,NA,Barrel Bomb,Version 1,Yes,Chlorine,0,0,Syrian Government,NA,NA,NA,NA,https://www.opcw.org/fileadmin/OPCW/Fact_Finding_Mission/s-1230-2014_e_.pdf,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,NA,NA,NA,NA,NA,NA
